in,ratio_in,datetime,year,month,time,out,ratio_out,in_CMR,ratio_in_CMR,in_HH,ratio_in_HH,Net_in_out,is_valid_datetime
0,0.0,2017-08-02,2017,8,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2017-08-03,2017,8,0,0,0.0,0,0.0,0,0.0,0,True
22,2e-05,2017-07-04,2017,7,0,1,0.0,73,8e-05,15,2e-05,21,True
1565,0.00142,2017-07-05,2017,7,0,1472,0.00124,3771,0.00414,2452,0.00271,93,True
3660,0.00331,2017-07-06,2017,7,0,17832,0.01502,5762,0.00633,3998,0.00442,-14172,True
6060,0.00548,2017-07-07,2017,7,0,60859,0.05127,10993,0.01207,6715,0.00743,-54799,True
11808,0.01068,2017-07-08,2017,7,0,145242,0.12237,18032,0.01981,10760,0.0119,-133434,True
23538,0.02129,2017-07-09,2017,7,0,96590,0.08138,21773,0.02391,15330,0.01696,-73052,True
32402,0.02931,2017-07-10,2017,7,0,67722,0.05706,24866,0.02731,22067,0.02441,-35320,True
37359,0.03379,2017-07-11,2017,7,0,75610,0.0637,30365,0.03335,34607,0.03828,-38251,True
41207,0.03727,2017-07-12,2017,7,0,80423,0.06776,36378,0.03996,46842,0.05182,-39216,True
49219,0.04452,2017-07-13,2017,7,0,87316,0.07357,42198,0.04635,61190,0.06769,-38097,True
58680,0.05308,2017-07-14,2017,7,0,79544,0.06702,44635,0.04903,71732,0.07935,-20864,True
68512,0.06197,2017-07-15,2017,7,0,78220,0.0659,50636,0.05562,77733,0.08599,-9708,True
79601,0.072,2017-07-16,2017,7,0,78184,0.06587,61811,0.06789,89683,0.09921,1417,True
97506,0.0882,2017-07-17,2017,7,0,78909,0.06648,86624,0.09514,116706,0.12911,18597,True
158353,0.14324,2017-07-18,2017,7,0,77935,0.06566,168042,0.18457,137901,0.15256,80418,True
106725,0.09654,2017-07-19,2017,7,0,60422,0.05091,98437,0.10812,72988,0.08074,46303,True
93928,0.08496,2017-07-20,2017,7,0,38583,0.03251,62735,0.06891,69747,0.07716,55345,True
99110,0.08965,2017-07-21,2017,7,0,28058,0.02364,62412,0.06855,32618,0.03608,71052,True
93214,0.08432,2017-07-22,2017,7,0,18538,0.01562,51024,0.05604,20800,0.02301,74676,True
40170,0.03634,2017-07-23,2017,7,0,11799,0.00994,25431,0.02793,8953,0.0099,28371,True
2862,0.00259,1900-01-01,1900,1,0,3576,0.00301,4449,0.00489,1102,0.00122,-714,True
3,0.0,2017-07-01,2017,7,0,83,7e-05,6,1e-05,1,0.0,-80,True
0,0.0,2017-07-02,2017,7,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2017-07-03,2017,7,0,0,0.0,0,0.0,0,0.0,0,True
29,3e-05,2017-06-04,2017,6,0,11,1e-05,86,9e-05,28,3e-05,18,True
1444,0.00126,2017-06-05,2017,6,0,1402,0.00113,4305,0.0044,2782,0.0029,42,True
3613,0.00315,2017-06-06,2017,6,0,18593,0.015,5970,0.0061,4233,0.00442,-14980,True
6792,0.00593,2017-06-07,2017,6,0,65572,0.05289,11632,0.01189,7081,0.00739,-58780,True
12592,0.01099,2017-06-08,2017,6,0,156620,0.12634,18645,0.01906,11395,0.01189,-144028,True
24428,0.02131,2017-06-09,2017,6,0,102728,0.08286,22302,0.0228,16280,0.01699,-78300,True
33487,0.02922,2017-06-10,2017,6,0,73406,0.05921,26067,0.02665,23233,0.02424,-39919,True
38804,0.03386,2017-06-11,2017,6,0,79232,0.06391,31980,0.0327,36917,0.03852,-40428,True
42358,0.03696,2017-06-12,2017,6,0,87323,0.07044,37727,0.03857,52040,0.0543,-44965,True
51603,0.04502,2017-06-13,2017,6,0,87793,0.07082,44481,0.04548,68248,0.07121,-36190,True
63108,0.05506,2017-06-14,2017,6,0,79929,0.06447,49361,0.05047,81659,0.08521,-16821,True
74868,0.06532,2017-06-15,2017,6,0,79361,0.06402,57204,0.05849,86921,0.0907,-4493,True
87356,0.07622,2017-06-16,2017,6,0,78318,0.06317,65640,0.06711,96036,0.10021,9038,True
99604,0.0869,2017-06-17,2017,6,0,83047,0.06699,90256,0.09228,122139,0.12745,16557,True
156726,0.13674,2017-06-18,2017,6,0,79722,0.06431,172479,0.17635,137868,0.14386,77004,True
106233,0.09269,2017-06-19,2017,6,0,61186,0.04935,104536,0.10688,75205,0.07847,45047,True
96034,0.08379,2017-06-20,2017,6,0,39231,0.03165,67974,0.0695,70044,0.07309,56803,True
103719,0.09049,2017-06-21,2017,6,0,29314,0.02365,69043,0.07059,34760,0.03627,74405,True
96982,0.08462,2017-06-22,2017,6,0,19956,0.0161,59078,0.0604,20971,0.02188,77026,True
43284,0.03777,2017-06-23,2017,6,0,12636,0.01019,32974,0.03371,9348,0.00975,30648,True
3067,0.00268,1900-01-01,1900,1,0,4240,0.00342,6300,0.00644,1149,0.0012,-1173,True
2,0.0,2017-06-01,2017,6,0,93,8e-05,7,1e-05,2,0.0,-91,True
0,0.0,2017-06-02,2017,6,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2017-06-03,2017,6,0,0,0.0,0,0.0,0,0.0,0,True
29,2e-05,2017-05-04,2017,5,0,1,0.0,142,0.00014,23,2e-05,28,True
1621,0.00135,2017-05-05,2017,5,0,1401,0.00108,4664,0.00471,2861,0.00289,220,True
3848,0.0032,2017-05-06,2017,5,0,18070,0.01392,6138,0.0062,4664,0.00471,-14222,True
7091,0.0059,2017-05-07,2017,5,0,63672,0.04906,11736,0.01186,7391,0.00747,-56581,True
13413,0.01116,2017-05-08,2017,5,0,152220,0.11729,18681,0.01887,11582,0.01171,-138807,True
26082,0.02171,2017-05-09,2017,5,0,105508,0.0813,22950,0.02318,17047,0.01723,-79426,True
33758,0.0281,2017-05-10,2017,5,0,77277,0.05955,26382,0.02665,24665,0.02493,-43519,True
39334,0.03274,2017-05-11,2017,5,0,82710,0.06373,32577,0.03291,38960,0.03937,-43376,True
44305,0.03688,2017-05-12,2017,5,0,95556,0.07363,37887,0.03827,55397,0.05599,-51251,True
52527,0.04372,2017-05-13,2017,5,0,94777,0.07303,45929,0.0464,72887,0.07366,-42250,True
66069,0.05499,2017-05-14,2017,5,0,87755,0.06762,51047,0.05157,87726,0.08866,-21686,True
81388,0.06775,2017-05-15,2017,5,0,86650,0.06677,60344,0.06096,93999,0.095,-5262,True
94028,0.07827,2017-05-16,2017,5,0,84769,0.06532,68616,0.06932,100586,0.10166,9259,True
105044,0.08744,2017-05-17,2017,5,0,92792,0.0715,93845,0.0948,122403,0.12371,12252,True
155361,0.12932,2017-05-18,2017,5,0,85107,0.06558,165737,0.16743,138391,0.13987,70254,True
111916,0.09316,2017-05-19,2017,5,0,63914,0.04925,103093,0.10415,75748,0.07655,48002,True
103098,0.08582,2017-05-20,2017,5,0,41443,0.03193,68680,0.06938,64502,0.06519,61655,True
110073,0.09162,2017-05-21,2017,5,0,29588,0.0228,71170,0.0719,40032,0.04046,80485,True
105918,0.08816,2017-05-22,2017,5,0,19163,0.01477,59282,0.05989,20606,0.02083,86755,True
43724,0.0364,2017-05-23,2017,5,0,11779,0.00908,34322,0.03467,8980,0.00908,31945,True
2736,0.00228,1900-01-01,1900,1,0,3504,0.0027,6652,0.00672,1010,0.00102,-768,True
1,0.0,2017-05-01,2017,5,0,115,9e-05,5,1e-05,1,0.0,-114,True
1,0.0,2017-05-02,2017,5,0,0,0.0,0,0.0,0,0.0,1,True
0,0.0,2017-05-03,2017,5,0,0,0.0,0,0.0,0,0.0,0,True
21,2e-05,2017-04-04,2017,4,0,1,0.0,71,7e-05,16,2e-05,20,True
1598,0.00127,2017-04-05,2017,4,0,1629,0.0012,4253,0.00411,2773,0.00287,-31,True
4010,0.00319,2017-04-06,2017,4,0,18516,0.01365,6093,0.00588,4359,0.00451,-14506,True
7731,0.00614,2017-04-07,2017,4,0,67500,0.04975,12178,0.01176,7247,0.0075,-59769,True
14497,0.01152,2017-04-08,2017,4,0,161826,0.11926,19997,0.01931,11854,0.01226,-147329,True
30029,0.02386,2017-04-09,2017,4,0,110256,0.08126,24338,0.0235,17843,0.01846,-80227,True
38890,0.0309,2017-04-10,2017,4,0,80239,0.05913,27950,0.02699,24514,0.02536,-41349,True
42985,0.03415,2017-04-11,2017,4,0,86215,0.06354,33034,0.0319,36606,0.03787,-43230,True
47404,0.03767,2017-04-12,2017,4,0,97061,0.07153,38944,0.0376,50328,0.05207,-49657,True
56608,0.04498,2017-04-13,2017,4,0,96958,0.07146,47499,0.04586,68371,0.07073,-40350,True
67340,0.05351,2017-04-14,2017,4,0,86823,0.06399,53171,0.05134,81395,0.0842,-19483,True
81833,0.06502,2017-04-15,2017,4,0,88199,0.065,61651,0.05953,88335,0.09138,-6366,True
97397,0.07739,2017-04-16,2017,4,0,88652,0.06533,71955,0.06948,96634,0.09997,8745,True
109214,0.08678,2017-04-17,2017,4,0,97602,0.07193,96267,0.09295,121533,0.12573,11612,True
160978,0.12791,2017-04-18,2017,4,0,88716,0.06538,172751,0.1668,141685,0.14658,72262,True
118196,0.09392,2017-04-19,2017,4,0,69758,0.05141,111677,0.10783,77902,0.08059,48438,True
106344,0.0845,2017-04-20,2017,4,0,46306,0.03413,74713,0.07214,63210,0.06539,60038,True
113240,0.08998,2017-04-21,2017,4,0,33846,0.02494,75350,0.07276,41488,0.04292,79394,True
109582,0.08707,2017-04-22,2017,4,0,20844,0.01536,62334,0.06019,20468,0.02117,88738,True
47894,0.03806,2017-04-23,2017,4,0,12302,0.00907,35052,0.03385,9109,0.00942,35592,True
2742,0.00218,1900-01-01,1900,1,0,3536,0.00261,6376,0.00616,962,0.001,-794,True
1,0.0,2017-04-01,2017,4,0,109,8e-05,3,0.0,3,0.0,-108,True
0,0.0,2017-04-02,2017,4,0,1,0.0,0,0.0,0,0.0,-1,True
0,0.0,2017-04-03,2017,4,0,0,0.0,0,0.0,0,0.0,0,True
21,2e-05,2017-03-04,2017,3,0,2,0.0,92,8e-05,23,2e-05,19,True
1716,0.00126,2017-03-05,2017,3,0,1552,0.00106,4225,0.00382,2631,0.00253,164,True
3901,0.00286,2017-03-06,2017,3,0,18502,0.01265,5867,0.00531,4385,0.00422,-14601,True
7785,0.00571,2017-03-07,2017,3,0,68866,0.04708,12212,0.01105,7293,0.00702,-61081,True
14637,0.01074,2017-03-08,2017,3,0,178215,0.12183,20506,0.01855,11541,0.01111,-163578,True
31258,0.02294,2017-03-09,2017,3,0,116673,0.07976,24765,0.0224,17615,0.01696,-85415,True
40975,0.03007,2017-03-10,2017,3,0,81962,0.05603,29004,0.02624,24772,0.02385,-40987,True
44684,0.03279,2017-03-11,2017,3,0,89860,0.06143,33526,0.03033,37154,0.03577,-45176,True
48618,0.03568,2017-03-12,2017,3,0,106897,0.07307,38310,0.03466,50625,0.04874,-58279,True
57312,0.04205,2017-03-13,2017,3,0,102710,0.07021,46795,0.04233,68635,0.06607,-45398,True
72049,0.05287,2017-03-14,2017,3,0,94537,0.06462,53992,0.04885,87235,0.08398,-22488,True
88886,0.06522,2017-03-15,2017,3,0,97686,0.06678,65090,0.05889,96862,0.09325,-8800,True
107545,0.07891,2017-03-16,2017,3,0,99859,0.06826,74806,0.06768,107497,0.10348,7686,True
123627,0.09072,2017-03-17,2017,3,0,113206,0.07739,102338,0.09258,134726,0.1297,10421,True
177254,0.13007,2017-03-18,2017,3,0,99277,0.06786,189772,0.17168,154482,0.14872,77977,True
129506,0.09503,2017-03-19,2017,3,0,77261,0.05281,123181,0.11144,86160,0.08294,52245,True
116107,0.0852,2017-03-20,2017,3,0,46238,0.03161,81072,0.07334,68705,0.06614,69869,True
125461,0.09206,2017-03-21,2017,3,0,32071,0.02192,83435,0.07548,44219,0.04257,93390,True
117857,0.08648,2017-03-22,2017,3,0,20701,0.01415,69505,0.06288,22318,0.02148,97156,True
50229,0.03686,2017-03-23,2017,3,0,12323,0.00842,39573,0.0358,10704,0.0103,37906,True
3372,0.00247,1900-01-01,1900,1,0,4341,0.00297,7301,0.00661,1191,0.00115,-969,True
2,0.0,2017-03-01,2017,3,0,136,9e-05,4,0.0,0,0.0,-134,True
0,0.0,2017-03-02,2017,3,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2017-03-03,2017,3,0,0,0.0,0,0.0,0,0.0,0,True
29,2e-05,2017-02-04,2017,2,0,0,0.0,87,0.0001,31,4e-05,29,True
1609,0.00138,2017-02-05,2017,2,0,1473,0.00118,3214,0.00359,2154,0.00244,136,True
3521,0.00303,2017-02-06,2017,2,0,16528,0.01327,5528,0.00618,3775,0.00427,-13007,True
6191,0.00533,2017-02-07,2017,2,0,54554,0.04379,9522,0.01065,6042,0.00683,-48363,True
11033,0.00949,2017-02-08,2017,2,0,142824,0.11463,17643,0.01973,9540,0.01078,-131791,True
23910,0.02057,2017-02-09,2017,2,0,95159,0.07638,20700,0.02314,14858,0.0168,-71249,True
33942,0.0292,2017-02-10,2017,2,0,72431,0.05813,24674,0.02759,20912,0.02364,-38489,True
37019,0.03185,2017-02-11,2017,2,0,82310,0.06606,28547,0.03192,30454,0.03443,-45291,True
40873,0.03516,2017-02-12,2017,2,0,85774,0.06884,31558,0.03528,40614,0.04591,-44901,True
49924,0.04295,2017-02-13,2017,2,0,95142,0.07636,39052,0.04366,54211,0.06128,-45218,True
61218,0.05266,2017-02-14,2017,2,0,88201,0.07079,44147,0.04936,68166,0.07706,-26983,True
74634,0.0642,2017-02-15,2017,2,0,85653,0.06875,50866,0.05687,77870,0.08803,-11019,True
87056,0.07489,2017-02-16,2017,2,0,87548,0.07027,58531,0.06544,90521,0.10233,-492,True
105110,0.09042,2017-02-17,2017,2,0,88567,0.07109,79665,0.08907,114990,0.12999,16543,True
161023,0.13852,2017-02-18,2017,2,0,84275,0.06764,161385,0.18044,138379,0.15643,76748,True
116288,0.10004,2017-02-19,2017,2,0,65849,0.05285,103595,0.11583,77636,0.08776,50439,True
99613,0.08569,2017-02-20,2017,2,0,39413,0.03163,66042,0.07384,62438,0.07058,60200,True
106441,0.09157,2017-02-21,2017,2,0,27507,0.02208,64630,0.07226,39721,0.0449,78934,True
95844,0.08245,2017-02-22,2017,2,0,17949,0.01441,52466,0.05866,20828,0.02355,77895,True
43990,0.03784,2017-02-23,2017,2,0,10856,0.00871,27418,0.03066,10268,0.01161,33134,True
3190,0.00274,1900-01-01,1900,1,0,3757,0.00302,5103,0.00571,1185,0.00134,-567,True
2,0.0,2017-02-01,2017,2,0,144,0.00012,4,0.0,1,0.0,-142,True
0,0.0,2017-02-02,2017,2,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2017-02-03,2017,2,0,0,0.0,0,0.0,0,0.0,0,True
15,1e-05,2017-01-04,2017,1,0,0,0.0,87,0.0001,30,4e-05,15,True
1710,0.00148,2017-01-05,2017,1,0,1430,0.00114,3370,0.0038,2375,0.00289,280,True
3743,0.00324,2017-01-06,2017,1,0,17876,0.01422,5749,0.00649,4041,0.00492,-14133,True
6321,0.00547,2017-01-07,2017,1,0,53451,0.04253,9696,0.01094,5698,0.00694,-47130,True
10675,0.00923,2017-01-08,2017,1,0,143554,0.11422,17440,0.01968,9212,0.01122,-132879,True
23127,0.02,2017-01-09,2017,1,0,95321,0.07584,21131,0.02384,14314,0.01743,-72194,True
32511,0.02812,2017-01-10,2017,1,0,74814,0.05953,24187,0.02729,20461,0.02491,-42303,True
37709,0.03261,2017-01-11,2017,1,0,81748,0.06504,29684,0.0335,29273,0.03564,-44039,True
41611,0.03599,2017-01-12,2017,1,0,88766,0.07063,33041,0.03728,37379,0.04551,-47155,True
50849,0.04398,2017-01-13,2017,1,0,96957,0.07714,39586,0.04467,49636,0.06043,-46108,True
61307,0.05302,2017-01-14,2017,1,0,89634,0.07132,44322,0.05001,61598,0.07499,-28327,True
73541,0.0636,2017-01-15,2017,1,0,89585,0.07128,52307,0.05902,68276,0.08313,-16044,True
84852,0.07339,2017-01-16,2017,1,0,87285,0.06945,59827,0.06751,81292,0.09897,-2433,True
102819,0.08893,2017-01-17,2017,1,0,87570,0.06968,83924,0.0947,102042,0.12423,15249,True
158302,0.13691,2017-01-18,2017,1,0,84703,0.06739,159943,0.18048,131434,0.16002,73599,True
114108,0.09869,2017-01-19,2017,1,0,64243,0.05112,98856,0.11155,72178,0.08788,49865,True
99403,0.08597,2017-01-20,2017,1,0,38809,0.03088,61745,0.06967,62261,0.0758,60594,True
106141,0.0918,2017-01-21,2017,1,0,27950,0.02224,61454,0.06935,39967,0.04866,78191,True
100170,0.08664,2017-01-22,2017,1,0,18799,0.01496,49891,0.0563,20702,0.0252,81371,True
44353,0.03836,2017-01-23,2017,1,0,10771,0.00857,25298,0.02855,8191,0.00997,33582,True
2933,0.00254,1900-01-01,1900,1,0,3426,0.00273,4641,0.00524,1002,0.00122,-493,True
27,2e-05,2017-01-01,2017,1,0,131,0.0001,24,3e-05,3,0.0,-104,True
0,0.0,2017-01-02,2017,1,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2017-01-03,2017,1,0,0,0.0,0,0.0,0,0.0,0,True
14,1e-05,2016-12-04,2016,12,0,0,0.0,89,8e-05,29,3e-05,14,True
1805,0.00131,2016-12-05,2016,12,0,1663,0.0011,4002,0.00377,2698,0.00276,142,True
3957,0.00288,2016-12-06,2016,12,0,19618,0.01296,6224,0.00586,4392,0.00449,-15661,True
7142,0.0052,2016-12-07,2016,12,0,61102,0.04038,11765,0.01108,6755,0.0069,-53960,True
12640,0.0092,2016-12-08,2016,12,0,159618,0.10549,19319,0.0182,10699,0.01093,-146978,True
25443,0.01852,2016-12-09,2016,12,0,106864,0.07062,23590,0.02222,16151,0.0165,-81421,True
38208,0.02781,2016-12-10,2016,12,0,84681,0.05596,29185,0.02749,23691,0.0242,-46473,True
43953,0.03199,2016-12-11,2016,12,0,97276,0.06429,36968,0.03482,34947,0.0357,-53323,True
49705,0.03618,2016-12-12,2016,12,0,103284,0.06826,40872,0.0385,47074,0.04808,-53579,True
59425,0.04325,2016-12-13,2016,12,0,109349,0.07227,47217,0.04448,62500,0.06384,-49924,True
72072,0.05246,2016-12-14,2016,12,0,105252,0.06956,53373,0.05028,77779,0.07945,-33180,True
84217,0.0613,2016-12-15,2016,12,0,106723,0.07053,61552,0.05798,85296,0.08713,-22506,True
100497,0.07314,2016-12-16,2016,12,0,110237,0.07285,72377,0.06818,99519,0.10165,-9740,True
120427,0.08765,2016-12-17,2016,12,0,119692,0.0791,98946,0.09321,123908,0.12656,735,True
175606,0.12781,2016-12-18,2016,12,0,114846,0.0759,176575,0.16633,148234,0.15141,60760,True
131124,0.09544,2016-12-19,2016,12,0,83851,0.05541,112661,0.10613,79871,0.08158,47273,True
121246,0.08825,2016-12-20,2016,12,0,50953,0.03367,74823,0.07048,68886,0.07036,70293,True
132536,0.09646,2016-12-21,2016,12,0,35890,0.02372,78584,0.07403,47334,0.04835,96646,True
129028,0.09391,2016-12-22,2016,12,0,23396,0.01546,68161,0.06421,27031,0.02761,105632,True
59053,0.04298,2016-12-23,2016,12,0,13746,0.00908,37481,0.03531,10474,0.0107,45307,True
5503,0.00401,1900-01-01,1900,1,0,4516,0.00298,7709,0.00726,1494,0.00153,987,True
342,0.00025,2016-12-01,2016,12,0,553,0.00037,86,8e-05,245,0.00025,-211,True
1,0.0,2016-12-02,2016,12,0,52,3e-05,5,0.0,0,0.0,-51,True
0,0.0,2016-12-03,2016,12,0,0,0.0,0,0.0,0,0.0,0,True
34,3e-05,2016-11-04,2016,11,0,0,0.0,104,0.0001,36,4e-05,34,True
1747,0.00133,2016-11-05,2016,11,0,1532,0.00109,3942,0.00367,3009,0.00312,215,True
3861,0.00293,2016-11-06,2016,11,0,18623,0.01322,6311,0.00587,4574,0.00474,-14762,True
8092,0.00615,2016-11-07,2016,11,0,61907,0.04393,12261,0.01141,7058,0.00731,-53815,True
14371,0.01092,2016-11-08,2016,11,0,166994,0.11851,19639,0.01828,11665,0.01209,-152623,True
28237,0.02145,2016-11-09,2016,11,0,117588,0.08345,24259,0.02258,16551,0.01715,-89351,True
37823,0.02873,2016-11-10,2016,11,0,83759,0.05944,27716,0.02579,23526,0.02438,-45936,True
41462,0.03149,2016-11-11,2016,11,0,86466,0.06136,34204,0.03183,34888,0.03615,-45004,True
46947,0.03566,2016-11-12,2016,11,0,95241,0.06759,39338,0.03661,46069,0.04773,-48294,True
55906,0.04246,2016-11-13,2016,11,0,95334,0.06766,46055,0.04286,61237,0.06345,-39428,True
66968,0.05086,2016-11-14,2016,11,0,92339,0.06553,52720,0.04906,75020,0.07773,-25371,True
82026,0.0623,2016-11-15,2016,11,0,94487,0.06706,63788,0.05936,83922,0.08695,-12461,True
97765,0.07425,2016-11-16,2016,11,0,96762,0.06867,74039,0.0689,93943,0.09734,1003,True
116182,0.08824,2016-11-17,2016,11,0,109401,0.07764,103863,0.09666,122556,0.12698,6781,True
172399,0.13094,2016-11-18,2016,11,0,101225,0.07184,185718,0.17283,150421,0.15585,71174,True
124607,0.09464,2016-11-19,2016,11,0,75157,0.05334,116945,0.10883,79291,0.08215,49450,True
116079,0.08816,2016-11-20,2016,11,0,43453,0.03084,77288,0.07193,68327,0.07079,72626,True
128754,0.09779,2016-11-21,2016,11,0,31046,0.02203,80095,0.07454,46176,0.04784,97708,True
120574,0.09158,2016-11-22,2016,11,0,20864,0.01481,63629,0.05921,25944,0.02688,99710,True
49411,0.03753,2016-11-23,2016,11,0,12851,0.00912,35680,0.0332,9755,0.01011,36560,True
3379,0.00257,1900-01-01,1900,1,0,3937,0.00279,6956,0.00647,1178,0.00122,-558,True
0,0.0,2016-11-01,2016,11,0,115,8e-05,0,0.0,0,0.0,-115,True
0,0.0,2016-11-02,2016,11,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2016-11-03,2016,11,0,0,0.0,0,0.0,0,0.0,0,True
13,1e-05,2016-10-04,2016,10,0,0,0.0,116,0.00011,27,3e-05,13,True
1985,0.00148,2016-10-05,2016,10,0,1678,0.00115,4077,0.00382,3158,0.00327,307,True
4332,0.00324,2016-10-06,2016,10,0,19889,0.01368,6272,0.00587,4677,0.00484,-15557,True
8537,0.00639,2016-10-07,2016,10,0,61258,0.04214,12628,0.01182,7380,0.00764,-52721,True
16241,0.01215,2016-10-08,2016,10,0,158380,0.10896,20259,0.01896,12365,0.01281,-142139,True
31401,0.02349,2016-10-09,2016,10,0,114146,0.07853,25547,0.02391,18687,0.01935,-82745,True
41137,0.03077,2016-10-10,2016,10,0,89942,0.06188,30557,0.02859,25766,0.02669,-48805,True
43952,0.03287,2016-10-11,2016,10,0,95514,0.06571,35716,0.03342,36783,0.0381,-51562,True
48051,0.03594,2016-10-12,2016,10,0,102044,0.0702,41330,0.03868,48953,0.0507,-53993,True
59946,0.04484,2016-10-13,2016,10,0,106613,0.07334,49682,0.04649,65765,0.06811,-46667,True
72741,0.05441,2016-10-14,2016,10,0,98231,0.06758,55539,0.05197,80726,0.08361,-25490,True
86358,0.06459,2016-10-15,2016,10,0,99426,0.0684,67575,0.06324,87603,0.09073,-13068,True
103646,0.07752,2016-10-16,2016,10,0,99775,0.06864,77279,0.07232,97011,0.10047,3871,True
118733,0.08881,2016-10-17,2016,10,0,107819,0.07417,99139,0.09277,121002,0.12532,10914,True
169009,0.12641,2016-10-18,2016,10,0,100023,0.06881,173743,0.16259,141162,0.1462,68986,True
123692,0.09252,2016-10-19,2016,10,0,76293,0.05249,110809,0.10369,76062,0.07878,47399,True
113465,0.08487,2016-10-20,2016,10,0,47626,0.03276,75848,0.07098,64153,0.06644,65839,True
121494,0.09087,2016-10-21,2016,10,0,35041,0.02411,78635,0.07359,42306,0.04382,86453,True
118809,0.08887,2016-10-22,2016,10,0,22433,0.01543,63352,0.05928,21781,0.02256,96376,True
50412,0.03771,2016-10-23,2016,10,0,13354,0.00919,34105,0.03192,8964,0.00928,37058,True
2994,0.00224,1900-01-01,1900,1,0,3978,0.00274,6410,0.006,1205,0.00125,-984,True
0,0.0,2016-10-01,2016,10,0,136,9e-05,0,0.0,0,0.0,-136,True
0,0.0,2016-10-02,2016,10,0,0,0.0,1,0.0,0,0.0,0,True
0,0.0,2016-10-03,2016,10,0,0,0.0,0,0.0,0,0.0,0,True
11,1e-05,2016-09-04,2016,9,0,0,0.0,85,9e-05,20,2e-05,11,True
1665,0.00139,2016-09-05,2016,9,0,1418,0.00108,3742,0.00389,2852,0.00335,247,True
3509,0.00293,2016-09-06,2016,9,0,18365,0.01403,5522,0.00574,4251,0.005,-14856,True
6862,0.00574,2016-09-07,2016,9,0,58465,0.04466,10537,0.01095,6362,0.00748,-51603,True
13272,0.01109,2016-09-08,2016,9,0,146478,0.11189,18047,0.01875,10863,0.01277,-133206,True
26279,0.02196,2016-09-09,2016,9,0,101572,0.07759,22681,0.02356,16404,0.01928,-75293,True
34751,0.02904,2016-09-10,2016,9,0,77813,0.05944,26041,0.02706,22730,0.02671,-43062,True
39253,0.03281,2016-09-11,2016,9,0,83115,0.06349,31856,0.0331,34027,0.03999,-43862,True
43319,0.0362,2016-09-12,2016,9,0,92055,0.07032,36427,0.03785,44368,0.05214,-48736,True
51731,0.04324,2016-09-13,2016,9,0,93463,0.07139,43574,0.04527,57629,0.06773,-41732,True
62015,0.05183,2016-09-14,2016,9,0,88985,0.06797,50086,0.05204,69034,0.08113,-26970,True
75649,0.06323,2016-09-15,2016,9,0,90425,0.06907,59746,0.06207,74235,0.08724,-14776,True
93101,0.07781,2016-09-16,2016,9,0,90294,0.06897,69421,0.07213,80666,0.0948,2807,True
106613,0.0891,2016-09-17,2016,9,0,97791,0.0747,90486,0.09401,102682,0.12067,8822,True
151856,0.12692,2016-09-18,2016,9,0,91977,0.07026,159398,0.16561,127295,0.1496,59879,True
113172,0.09459,2016-09-19,2016,9,0,69981,0.05346,101677,0.10564,70598,0.08297,43191,True
102300,0.0855,2016-09-20,2016,9,0,42218,0.03225,67194,0.06981,58185,0.06838,60082,True
111939,0.09356,2016-09-21,2016,9,0,29452,0.0225,68997,0.07169,38013,0.04467,82487,True
110513,0.09236,2016-09-22,2016,9,0,19121,0.01461,58044,0.06031,20323,0.02388,91392,True
45359,0.03791,2016-09-23,2016,9,0,12141,0.00927,32582,0.03385,9123,0.01072,33218,True
3305,0.00276,1900-01-01,1900,1,0,3837,0.00293,6313,0.00656,1238,0.00145,-532,True
26,2e-05,2016-09-01,2016,9,0,158,0.00012,43,4e-05,4,0.0,-132,True
0,0.0,2016-09-02,2016,9,0,1,0.0,1,0.0,0,0.0,-1,True
0,0.0,2016-09-03,2016,9,0,0,0.0,0,0.0,0,0.0,0,True
14,1e-05,2016-08-04,2016,8,0,2,0.0,57,6e-05,15,2e-05,12,True
1599,0.00129,2016-08-05,2016,8,0,1997,0.00148,3594,0.00386,2927,0.00332,-398,True
3667,0.00296,2016-08-06,2016,8,0,19008,0.01405,5879,0.00631,4389,0.00498,-15341,True
6960,0.00562,2016-08-07,2016,8,0,59930,0.04429,11136,0.01196,6574,0.00746,-52970,True
13295,0.01073,2016-08-08,2016,8,0,146239,0.10807,18524,0.0199,11108,0.0126,-132944,True
29477,0.0238,2016-08-09,2016,8,0,101851,0.07527,24766,0.0266,18009,0.02043,-72374,True
41206,0.03327,2016-08-10,2016,8,0,81172,0.05998,28045,0.03012,24902,0.02825,-39966,True
43391,0.03503,2016-08-11,2016,8,0,89942,0.06646,32996,0.03544,35594,0.04039,-46551,True
45167,0.03647,2016-08-12,2016,8,0,94727,0.07,36056,0.03873,45897,0.05208,-49560,True
53767,0.04341,2016-08-13,2016,8,0,98441,0.07275,40916,0.04395,57976,0.06578,-44674,True
65245,0.05268,2016-08-14,2016,8,0,89474,0.06612,45021,0.04836,68011,0.07717,-24229,True
